folder_name,root_name,child_name,years,months,days,speaker,text,CHI_response,adult_coherence_score,child_coherence_score
Sachs,011106,Naomi,1.0,11.0,6.0,MOT,Mommy's beads. Mommy's necklace. Mommy's got a necklace on. do you like my necklace?,my necklace.,0.8,0.4
Snow,020622b,Nathaniel,2.0,6.0,22.0,MOT,why do you hafta go open the living room doors?,living room doors.,0.7,0.3
Clark,020919,Shem,2.0,9.0,19.0,FAT,what are you doing now. Shem?,I'm washing off.,0.8,0.8
HSLLD/HV3/TP,jestp2,,4.0,4.0,29.0,MOT,what are you calling the police again?,no the. police.,0.8,0.4
Weist/Matt,030407,Matt,3.0,4.0,7.0,MOT,what else did you and Erin useta do?,I useta do. I would used play the chase game.,0.8,0.8
Brown/Eve,020100a,Eve,2.0,1.0,0.0,MOT,what else did you do?,came in the house.,0.8,0.7
HSLLD/HV1/TP,jentp1,,4.0,2.0,9.0,MOT,Saint Rita's shrine huh?,yep.,0.8,0.6
Gelman/2004-Gender,38,,4.0,11.0,9.0,MOT,"a teenager could, yeah. a big kid. who can do dusting?",a mom or dad or a sister or brother.,0.8,0.8
Braunwald,020300a,Laura,2.0,3.0,,MOT,I see. how was your day today? you okay?,I had hiccups.,0.8,0.6
Lego-protect/Lego,015-1,,,,,MOT,do you want to drink your milk while we read?,b.,0.9,0.1
HSLLD/HV1/TP,pettp1,,3.0,8.0,22.0,MOT,well what kind of picnic are they at?,at the kind. there gonna be a new picnic.,0.8,0.4
Gopnik/questionnaire,q05121,Student,4.0,0.0,,INT,they do like the rain?,nobody.,0.8,0.2
Weist/Roman,020814,Roman,2.0,8.0,14.0,JEN,he's talking to us. yeah but what's it saying?,like this.,0.8,0.1
MacWhinney,030426b,Ross,3.0,4.0,26.0,FAT,you're a puppy? you're Toto? are you Dinky? Dinky or Toto? Dinky?,Dinky.,0.9,0.9
Gelman/2014-IndDiff,06C-R2,,5.0,0.0,14.0,INV,oh okay. well can you tell him more?,about can can I start telling Zorg about it?,0.8,0.8
Weist/Roman,040720,Roman,4.0,7.0,20.0,FAT,but where do french fries come from?,Mcdonalds. they do. they!,0.9,0.7
Brown/Adam,030304,Adam,3.0,3.0,4.0,MOT,where would you put it?,right up here. right here.,0.8,0.8
Gleason/Father,ursula,Ursula,3.0,7.0,,FAT,I think she went out to talk with somebody. what do you think?,it still doesn't work. you hafta do this.,0.8,0.2
VanKleeck,justin1a,Justin,3.0,10.0,,ADU,he had a birthday party?,he didn't have a birthday party.,0.9,0.8
Suppes,020412,Nina,2.0,4.0,12.0,MOT,where's the lady sitting?,in the egg.,0.8,0.4
Bloom/Peter,020100,Peter,2.0,1.0,,PAT,oh it fell down and you're gonna fix it?,there you go. go. there you go. a go Patsy. Patsy.,0.8,0.2
Weist/Ben,020510,Benjamin,2.0,5.0,10.0,MOT,now what's the horse doing?,"well, he can't, run jump.",0.8,0.6
Lego-protect/Lego,035-1,,,,,MOT,you want to play in your kitchen?,b. c. b. b. b. c. b. b. b. b. b. b. c. c. b. b. b. b. b. b. c. c. c. b. c. b. b. b. b. b. b. c. b. c. b. b. b. b. b. b. c. c. c. c. c. b. b. c. b.,0.8,0.1
Suppes,020926,Nina,2.0,9.0,26.0,MOT,oh. there everything fits. now where are you going to put that truck?,it's gonna go home. with all the stuff in there. uhoh.,0.8,0.8
Gelman/2004-Gender,56,,6.0,3.0,14.0,MOT,who can be a firefighter?,boys.,0.8,0.6
Braunwald,020300a,Laura,2.0,3.0,,MOT,that's right. you do. and who am I?,baby.,0.8,0.2
Hall/WhitePro,jub,Julia,4.0,9.0,,MOT,whatever happened to that picture? daddy read you that part. look at that. how many pigs do you see there?,more than I can count.,0.9,0.8
Suppes,020528,Nina,2.0,5.0,28.0,MOT,did she fall on something?,no.,0.9,0.9
Suppes,020418,Nina,2.0,4.0,18.0,MOT,where did you get that?,get that.,0.8,0.2
Weist/Roman,040119,Roman,4.0,1.0,19.0,KAR,so what do you do with Tinker Toys?,not nigger toys. you said nigger toys. their not nigger toy. their Tinker Toys.,0.9,0.9
Weist/Roman,031128,Roman,3.0,11.0,28.0,FAT,"this cat wants affection so bad. hey Roman. you needta try to tell us about things, okay, can you tell us about Thanksgiving?",no.,0.8,0.2
Gelman/2016-Robodog,23,,5.0,6.0,,MOT,look over here. he says hey Firstname what do you think I am?,I don't know.,0.8,0.8
Lego-protect/Lego,022-1,,,,,MOT,can you take them all apart? you want me to help you take them apart?,b.,0.9,0.2
Suppes,020418,Nina,2.0,4.0,18.0,MOT,you want me to lie down?,lie down please.,0.9,0.9
Brown/Adam,030916,Adam,3.0,9.0,16.0,MOT,he drives? why does he do that?,do what?,0.8,0.8
VanHouten/Threes/freeplay,marshf,Anthony,3.0,3.0,21.0,INV,they're both boys. they. look. they have little girl's dresses on. whoop. what happened to that little boy?,put him back on.,0.8,0.8
HSLLD/HV3/BR,trebr3,,5.0,7.0,1.0,SIS,Ma how come they do that?,how come?,0.8,0.2
Gelman/2004-Gender,19,,2.0,8.0,7.0,MOT,"yeah, probably. and does Firstname have hands?",no.,0.8,0.2
Clark,021025b,Shem,2.0,10.0,25.0,FAT,what street does Kevin live on? do you know that?,Halo Palto.,0.9,0.2
Weist/Matt,040108,Matt,4.0,1.0,8.0,MOT,how much he might wanna eat? he usually has maybe this much this much tomato?,mhm.,0.8,0.2
Suppes,030212,Nina,3.0,2.0,12.0,MOT,for bed? no. did Roland dress you?,no. you.,0.8,0.8
Kuczaj,021020,Abe,2.0,10.0,20.0,FAT,well ‡ if you don't know. what are we going to watch?,I remember a policeman.,0.8,0.2
Gleason/Father,charlie,Charlie,2.0,11.0,17.0,FAT,ah. but now the wheels don't turn. you know the trouble with this car Charlie?,what?,0.9,0.8
Gelman/2014-IndDiff,24C-R2,,4.0,7.0,10.0,INV,what more can you tell me?,he can arrest people.,0.9,0.9
HSLLD/HV1/ER,marer1,,4.0,1.0,23.0,MOT,Pachene yeah. and where did you usually go when you had money in Guatemala? where did you go? to buy what?,with grandma.,0.8,0.6
Brown/Sarah,030918,Sarah,3.0,9.0,18.0,ROG,yyy. did you say yyy?,milk.,0.2,0.4
Gelman/2004-Gender,20,,2.0,5.0,30.0,MOT,it's the garbage can?,I'm going to put this here.,0.9,0.9
Weist/Emma,020900,Emma,2.0,9.0,0.0,JES,are those the ingredients?,what is this?,0.9,0.4
Brown/Sarah,040919,Sarah,4.0,9.0,19.0,GAI,what kind of school is Harvard?,now give me my pencil. now I'm going make a valentine today.,0.9,0.1
Kuczaj,020715,Abe,2.0,7.0,15.0,MOT,it was down by where Daddy was playing volleyball „ remember? you were?,and Greggy was happy too.,0.8,0.7
Clark,020927b,Shem,2.0,9.0,27.0,INV,he'll get in a bad temper and bite you which we don't want. so why don't you go out little kitty? go out. come on. come on. come on. yeah. your kitty has a bad temper. you know?,what are you making?,0.9,0.2
MacWhinney,030522,Ross,3.0,5.0,22.0,FAT,you're not an animal?,no.,0.8,0.9
Weist/Matt,040314,Matt,4.0,3.0,14.0,MOT,"okay. if I'm buying some more, take all of these okay. alright, how much do these cost?",the same amount.,0.9,0.8
NewEngland/32,43,Daniel,2.0,6.0,7.0,MOT,what kind of a truck?,a big tractor.,0.9,0.9
Braunwald,010725,Laura,1.0,7.0,25.0,FAT,with pleasure. down. finished?,bowl. take.,0.8,0.7
PetersonMcCabe,58,Mary,7.0,6.0,,INV,have you ever broken anything like that?,my sister broke a bowl.,0.9,0.9
Weist/Matt,030323,Matt,3.0,3.0,23.0,MOT,a dinosaur sticker? you know you can have that. where would you wanna put that?,what is it. well how do you. just tear it off?,0.9,0.4
Suppes,021021,Nina,2.0,10.0,21.0,MOT,it's red. isn't it? with what?,with polka dots to dance.,0.4,0.2
VanKleeck,jenny1,Jenny,3.0,1.0,,ADU,hey you're good at blowing your nose. how old are you?,three years old.,0.8,0.9
Brown/Adam,020403,Adam,2.0,4.0,3.0,MOT,you going to put your toys in there?,put toy. good night. toy. good night. train. where train go? play toy. play toy. play toy.,0.8,0.3
VanHouten/Threes/freeplay,brownf,Brooke,3.0,5.0,1.0,INV,and then what does Mommy say?,Mommy say. you hafta go to bedtime.,0.7,0.8
Valian,14a,,2.0,4.0,23.0,INV,that's a big squeak. what's that?,a rubber ducky.,0.9,0.9
Hall/WhitePro,rob,Robert,4.0,9.0,,MOT,did you get a chance to go up this morning?,but I couldn't go up there because Steven was up there.,0.8,0.8
Weist/Matt,020905,Matt,2.0,9.0,5.0,MOT,next_to you. is there enough room in there?,I can get out and then. you lay there.,0.8,0.8
Kuczaj,021027,Abe,2.0,10.0,27.0,EDN,Abe. who's on the Wishing_Game?,I don't know.,0.9,0.7
Brown/Adam,030318,Adam,3.0,3.0,18.0,MOT,no. he didn't do anything to you. did he?,no. does this go right in here? see. it's opens. oh. that fun. follow me on the following things.,0.8,0.2
Sachs,011014,Naomi,1.0,10.0,14.0,FAT,more juice. the juice is almost gone. want some vitamins. Nomi?,all_gone. more vitamin.,0.8,0.7
Braunwald,020621,Laura,2.0,6.0,21.0,MOT,now. what does Danny's Mummy get? does she get an egg?,no. no says. now we're having birthday bearhug.,0.8,0.2
Bloom/Peter,020616,Peter,2.0,6.0,16.0,MOT,okay. you want ta wear nothing? on the bus?,don't break the. huh.,0.8,0.1
Weist/Matt,030218,Matt,3.0,2.0,18.0,MOT,I don't wanna get bit up do you?,no.,0.9,0.9
McCune/Aurie,011100,Laura,1.0,11.0,0.0,MOT,whoa. good. ready? it makes a big noise. doesn't it?,uhoh. here. bottle.,0.8,0.2
HSLLD/HV7/MT,astmt7,Astra,9.0,4.0,4.0,MOT,you just scrub Bro's self when he full okay?,yes I will.,0.8,0.9
Demetras2/Michael/father,020220,Michael,2.0,2.0,20.0,FAT,that's another eye. two eyes. what else does she need?,another more the tails.,0.8,0.6
Gelman/2016-Robodog,17,,5.0,6.0,,MOT,I just get that feeling. I mean he can't talk I don't know for sure it's a guess. because he wants to be next to where you are right?,this is like kinda like a toy.,0.4,0.2
Weist/Emma,040125,Emma,4.0,1.0,25.0,LAU,"okay. ooh, tell me, what's that one?",hm. live flower. dead flower.,0.8,0.8
Bates/Story28,nanst,Nan,2.0,4.0,,MOT,Miffy's going. and what's she gonna do?,Miffy go house.,0.9,0.9
Gelman/2014-IndDiff,69C-P1,,4.0,9.0,5.0,MOT,okay. so if we read this way what what letters are in there?,b-o-o-k.,0.9,0.9
Braunwald,010510,Laura,1.0,5.0,10.0,MOT,I see. did Nana go byebye?,it 0is snowing.,0.8,0.2
Hall/BlackWork,trc,Trina,4.0,9.0,,FCH,she came to school today?,nope. not even Adrienne and Corine and David.,0.8,0.8
Suppes,030107,Nina,3.0,1.0,7.0,MOT,oh. they're going to take them to Santa_Claus. why? do the children wanna ask for something for Christmas?,yup. they wanna ask for a doggy. and they wanna doggies. and a big doggy they want. and they want a toy snake.,0.8,0.8
Suppes,021021,Nina,2.0,10.0,21.0,MOT,what do lions like to eat?,ah. I think spaghetti.,0.9,0.2
Weist/Matt,020428,Matt,2.0,4.0,28.0,MOT,played toys yes that's right. what else did you do in North Dakota? do you remember any friends from North Dakota? do you remember any friends you useta have there?,miss Dakota.,0.8,0.4
Kuczaj,030503,Abe,3.0,5.0,3.0,FAT,he's the guy who sits in back of the truck and drives it. what are you doing?,I'm trying to fix the motorcycle.,0.8,0.8
Weist/Emma,040418,Emma,4.0,4.0,18.0,LAU,uhhuh. are you watching television?,no.,0.8,0.8
Morisset/UCLA,344m36,,3.0,3.0,,MOT,it's a little frying pan. where's my plate?,what?,0.8,0.2
HSLLD/HV2/BR,seabr2,,4.0,7.0,26.0,MOT,he started to look for some food. on Monday he ate through one apple but he was still hungry. on Tuesday he ate through two pears but he was still hungry. on Wednesday he ate through three plums and he was still hungry. one two three. one two. yep. on Thursday he ate through what are these?,berries one two three four. four!,0.9,0.9
Brown/Adam,041023,Adam,4.0,10.0,23.0,URS,do you want a ring for your other hand?,huh.,0.8,0.2
Gleason/Father,ursula,Ursula,3.0,7.0,,FAT,well what happens if you put this in here? do you think you can do it then?,no. that doesn't go. this goes.,0.8,0.8
Brown/Sarah,040313,Sarah,4.0,3.0,13.0,MOT,you know she could do it if she wanted to. but she just doesn't. you know. she gets. and if you say to her. well I'll give you a quarter. it's. c a t. but if she's not gonna get anything it's “d e doo” and everything else. here's your paper. why don't you write cat?,I don't wanna.,0.8,0.4
Snow,030410a,Nathaniel,3.0,4.0,10.0,MOT,when you grow up. what would you like to be when you grow up Nathaniel?,be the beggars.,0.9,0.4
Peters,011106a,Seth,1.0,11.0,6.0,FAT,"okay. you ready? let us go. oh, look out, everybody. he is getting wild. oh get him with the towel! oh no! oh no! now he is in the towel. look out he is gonna kick and get away. it is a wild man. oh no come on! oh, throw him on the bed. hold him down. look out! look out he is gonna get away! oh, no. hold him down. don't let him kick you. look out. everybody. look out. look out. oh pull the towel away from him. oh no he is gonna eat the towel up. look out. now. dry his nose. and we are gonna dry his mouth. and we are gonna dry his teeth. and dry his ears? and we are gonna dry his neck? and we are gonna dry his tummy? and we are gonna dry his chest? we are gonna dry his shoulders? and his elbows! and his arms. we are gonna dry his mimi? we are gonna dry his legs? gonna dry his belly button. dry belly button. flip over, dry his bottom. dry his bottom real good. and we can dry his back?",no. no! Seth? no. look out Seth. wan dry off?,0.1,0.6
NewEngland/32,25,David,2.0,9.0,1.0,MOT,a lamp. right. what do you see? I'm a little bunny. my name is Franny. that's Franny. and what's this?,a duckie.,0.8,0.3
Gelman/2004-Gender,22,,2.0,5.0,4.0,MOT,"yes. like Firstname's books, right?",yup.,0.7,0.9
Clark,020726,Shem,2.0,7.0,26.0,INV,yeah. I don't think they go on the floor. do they?,no.,0.8,0.9
Hall/WhiteWork,kao,Kayode,4.0,9.0,,MOT,did you turn it on again?,give me some whiskey. haha! two flippey_heads!,0.8,0.1
HSLLD/HV7/LW,rillw7,,10.0,1.0,19.0,MOT,you wanna put Chi? okay. all done?,mhm.,0.7,0.8
Suppes,020921,Nina,2.0,9.0,21.0,MOT,do you put your own clothes in there sometime?,in this little thing?,0.8,0.8
HSLLD/HV2/BR,todbr2,Jon,4.0,8.0,4.0,MOT,who walks tall tail between the bottles?,the cat.,0.7,0.8
Gelman/2014-IndDiff,19C-P1,,4.0,11.0,8.0,MOT,okay we'll go on to the next page. oh what's this guy doing?,playing football.,0.8,0.8
Bloom/Peter,020213,Peter,2.0,2.0,13.0,PAT,well they're alright here. which one are you looking for?,looking a piece. looking a piece. I put my pencil right there.,0.7,0.6
Gelman/2014-IndDiff,63C-P1,,4.0,6.0,4.0,MOT,well what colors is it?,"a white, orange, um black.",0.8,0.9
HSLLD/HV1/TP,megtp1,,4.0,0.0,29.0,MOT,oh is my phone ringing? zzz. hello?,who's this?,0.9,0.8
Weist/Emily,020902,Emily,2.0,9.0,2.0,CAR,"no, will you tell me what this little boy's doing?",I gotta show you these.,0.8,0.3
Hall/WhiteWork,dal,David,4.0,9.0,,MOT,okay. wanna play cards with Robert?,mommy I want play no this on.,0.8,0.6
VanHouten/Threes/freeplay,riotf,Robert,3.0,5.0,10.0,INV,I don't see any swings. but there's this. what is this called again?,I don't know.,0.8,0.8
Gelman/2014-IndDiff,07C-R2,,4.0,9.0,20.0,INV,mhm. zorg doesn't know much about this one. can you help him out?,zorg it goes. okay this. a T.,0.8,0.4
Brown/Adam,040401,Adam,4.0,4.0,1.0,MOT,that's where you put the rubber band. www. no. those are his. Adam Smith. did you hear me?,give me some. where the wheels?,0.4,0.4
Gelman/2014-IndDiff,14C-R1,,4.0,11.0,18.0,INV,oh. zorg doesn't know much about this one. can you help him out?,uh-huh. they they always have little pumpkins. I'm going to grow pumpkins in my garden this year.,0.8,0.8
NewmanRatner/24,6598JM,6598JM24,2.0,0.0,,MOT,oh what did ya get pie?,yyy.,0.8,0.2
Feldman,011100,Steven,1.0,11.0,,FAT,"you wanna draw an adiadi? okay. now we need, can Tadi give me an ais?",here.,0.8,0.8
Bloom/Peter,021019,Peter,2.0,10.0,19.0,PAT,you can build a. what're you gonna build? a garage around the tractor?,huh. no. build around. here.,0.8,0.6
Sachs,010616,Naomi,1.0,6.0,16.0,FAT,where? where's the baby?,baby.,0.8,0.6
Kuczaj,021027,Abe,2.0,10.0,27.0,MOT,what happened in that one?,I don't know.,0.8,0.8
Brown/Eve,020100b,Eve,2.0,1.0,0.0,COL,would you like to write one on the next page?,yep you write too.,0.8,0.8
Morisset/Seattle,839m30,Sarah,2.0,6.0,,MOT,well. what do you need a candle for?,because we don't got no candle on the table.,0.8,0.8
Lego-protect/Lego,021-1,,,,,MOT,which one do you think we should use?,b.,0.8,0.8
Brown/Eve,020300b,Eve,2.0,3.0,0.0,MOT,thank_you. there we go. how_about that?,give it to me. give a pencil to me.,0.6,0.8
VanKleeck,justin1a,Justin,3.0,10.0,,ADU,I think I want some orange juice. do you have any orange juice?,no. I didn't make some.,0.8,0.8
Brown/Adam,030126,Adam,3.0,1.0,26.0,MOT,where did you see it?,I see it on Barney house.,0.8,0.8
Bloom/Peter,010925,Peter,1.0,9.0,25.0,MOT,do you know how to get that open?,yyy.,0.8,0.2
Kuczaj,030603,Abe,3.0,6.0,3.0,FAT,are you sure you don't?,I'm sure.,0.8,0.8
Suppes,020115,Nina,2.0,1.0,15.0,MOT,where do you wanna put him?,on that couch. come on man couch. on the couch. lay on couch and lay. chimney on there.,0.8,0.6
Suppes,020528,Nina,2.0,5.0,28.0,MOT,oh. it's dirty on her elbow. can you wash her elbow? what are you washing?,I soap her over here.,0.9,0.8
Weist/Emily,020729,Emily,2.0,7.0,29.0,CAR,and what's he doing here?,he's swimming.,0.7,0.9
Weist/Ben,020510,Benjamin,2.0,5.0,10.0,RYA,"can you tell me where the mom is sitting on the couch, Ben?",this stuck.,0.9,0.2
Snow,030409a,Nathaniel,3.0,4.0,9.0,FAT,Dingo. what did Dingo do? huh?,went into a restaurant. read this one.,0.6,0.8
Gelman/2014-IndDiff,09C-P2,,4.0,2.0,10.0,MOT,no not on an airplane. what are we doing before we go to Camp_Michigania?,going on an airplane.,0.8,0.2
Valian,15b,,2.0,5.0,5.0,MOT,which is her egg? which one?,this one.,0.9,0.9
HSLLD/HV1/TP,maytp1,,3.0,10.0,26.0,MOT,what did that look like? look. what is it?,I'm thinking. a monkey!,0.8,0.7
Bloom/Peter,020213,Peter,2.0,2.0,13.0,PAT,want me to cut it for you?,right. right. right. right.,0.9,0.6
HSLLD/HV1/TP,mrktp1,,3.0,10.0,16.0,MOT,what are they gonna do to him?,they're gonna take him to jail.,0.8,0.8
NewmanRatner/24,5661AP,5661AP24,2.0,0.0,,MOT,0 do you know what that is?,yyy.,0.4,0.1
PetersonMcCabe,04,Mary,4.0,0.0,,INV,hm. why'd you get the shot?,because for flu.,0.8,0.8
Brown/Adam,040413,Adam,4.0,4.0,13.0,MOT,Paul. did you call Adam?,Mommy. you call me tiger a_lot_of times. don't you?,0.9,0.2
Nippold,AT,AT,11.0,10.0,,INV,can you tell me anymore about them?,taylor's favorite sport is football. and christian's favorite sport I think is basketball. and that is all I know.,0.8,0.9
Gleason/Dinner,eddie,Eddie,4.0,4.0,3.0,FAT,where are you gonna sit?,at this big table.,0.9,0.9
Gelman/2004-Gender,65,,6.0,10.0,24.0,MOT,you don't know? do you think they're having fun?,mhm.,0.8,0.6
MacWhinney,030329b,Ross,3.0,3.0,29.0,FAT,you're not driving your book up the wall?,no because it doesn't have wheels.,0.8,0.9
Gelman/2004-Gender,51,,6.0,10.0,13.0,MOT,yup. who can be a sailor?,oh I can!,0.7,0.8
Valian,08a,,2.0,6.0,22.0,MOT,and what's on top of his head here?,huh?,0.9,0.2
Hall/WhiteWork,kao,Kayode,4.0,9.0,,MOT,"Kayode, you're not eating your cereal. do I hafta feed you? huh?",no.,0.9,0.8
Suppes,020524,Nina,2.0,5.0,24.0,MOT,oh. look at it. where is it going?,huh? to the hospital.,0.8,0.4
Weist/Matt,020611,Matt,2.0,6.0,11.0,MOT,oh did fall off? so Grandma and Grandpa and also Kaylia and who else?,Kaylia.,0.8,0.2
Bates/Story28,dougst,Doug,2.0,4.0,,MOT,snow. look at that. what did she put on so she could play in the snow? what did Miffy put on to go outside in the snow? hm? what's that? what did she put on her head?,a scarf.,0.9,0.9
PetersonMcCabe,54,Mary,6.0,7.0,,INV,have you ever been on a trip like that?,nope. but I went to Washington on a trip like that.,0.9,0.8
Weist/Emma,021026,Emma,2.0,10.0,26.0,JES,it's not? who's on your shirt?,it doesn't has cuffs like the other one.,0.8,0.2
